Station,Year,Month,Day,Daily Rainfall Total,Highest 30 Min Rainfall,Highest 60 Min Rainfall,Highest 120 Min Rainfall,Mean Temperature,Maximum Temperature,Minimum Temperature,Mean Wind Speed,Max Wind Speed,
Tengah,1981,1,1,0,,,,,,,,,
Tengah,1981,1,2,0.2,,,,,,,,,
Tengah,1981,1,3,0,,,,,,,,,
Tengah,1981,1,4,11,,,,,,,,,
Tengah,1981,1,5,0.1,,,,,,,,,
Tengah,1981,1,6,0.2,,,,,,,,,
Tengah,1981,1,7,3.6,,,,,,,,,
Tengah,1981,1,8,25.3,,,,,,,,,
Tengah,1981,1,9,2.6,,,,,,,,,
Tengah,1981,1,10,0,,,,,,,,,
Tengah,1981,1,11,0,,,,,,,,,
Tengah,1981,1,12,0,,,,,,,,,
Tengah,1981,1,13,0,,,,,,,,,
Tengah,1981,1,14,2.7,,,,,,,,,
Tengah,1981,1,15,1.4,,,,,,,,,
Tengah,1981,1,16,0,,,,,,,,,
Tengah,1981,1,17,0,,,,,,,,,
Tengah,1981,1,18,0,,,,,,,,,
Tengah,1981,1,19,0,,,,,,,,,
Tengah,1981,1,20,0,,,,,,,,,
Tengah,1981,1,21,0,,,,,,,,,
Tengah,1981,1,22,0,,,,,,,,,
Tengah,1981,1,23,0,,,,,,,,,
Tengah,1981,1,24,0,,,,,,,,,
Tengah,1981,1,25,0,,,,,,,,,
Tengah,1981,1,26,0,,,,,,,,,
Tengah,1981,1,27,0,,,,,,,,,
Tengah,1981,1,28,0,,,,,,,,,
Tengah,1981,1,29,1,,,,,,,,,
Tengah,1981,1,30,0,,,,,,,,,
Tengah,1981,1,31,12.8,,,,,,,,,
Tengah,1981,2,1,13.8,,,,,,,,,
Tengah,1981,2,2,76.6,,,,,,,,,
Tengah,1981,2,3,0.1,,,,,,,,,
Tengah,1981,2,4,13.4,,,,,,,,,
Tengah,1981,2,5,0,,,,,,,,,
Tengah,1981,2,6,6.6,,,,,,,,,
Tengah,1981,2,7,0,,,,,,,,,
Tengah,1981,2,8,0,,,,,,,,,
Tengah,1981,2,9,0,,,,,,,,,
Tengah,1981,2,10,0,,,,,,,,,
Tengah,1981,2,11,2.9,,,,,,,,,
Tengah,1981,2,12,6.2,,,,,,,,,
Tengah,1981,2,13,3.2,,,,,,,,,
Tengah,1981,2,14,0.2,,,,,,,,,
Tengah,1981,2,15,0.5,,,,,,,,,
Tengah,1981,2,16,0,,,,,,,,,
Tengah,1981,2,17,0,,,,,,,,,
Tengah,1981,2,18,1.3,,,,,,,,,
Tengah,1981,2,19,0,,,,,,,,,
Tengah,1981,2,20,0,,,,,,,,,
Tengah,1981,2,21,0,,,,,,,,,
Tengah,1981,2,22,0,,,,,,,,,
Tengah,1981,2,23,0,,,,,,,,,
Tengah,1981,2,24,0,,,,,,,,,
Tengah,1981,2,25,56.7,,,,,,,,,
Tengah,1981,2,26,3.1,,,,,,,,,
Tengah,1981,2,27,8.6,,,,,,,,,
Tengah,1981,2,28,3,,,,,,,,,
Tengah,1981,3,1,0,,,,,,,,,
Tengah,1981,3,2,0,,,,,,,,,
Tengah,1981,3,3,0,,,,,,,,,
Tengah,1981,3,4,14.5,,,,,,,,,
Tengah,1981,3,5,2,,,,,,,,,
Tengah,1981,3,6,5.9,,,,,,,,,
Tengah,1981,3,7,0,,,,,,,,,
Tengah,1981,3,8,0,,,,,,,,,
Tengah,1981,3,9,0,,,,,,,,,
Tengah,1981,3,10,0,,,,,,,,,
Tengah,1981,3,11,0,,,,,,,,,
Tengah,1981,3,12,6.9,,,,,,,,,
Tengah,1981,3,13,0,,,,,,,,,
Tengah,1981,3,14,0,,,,,,,,,
Tengah,1981,3,15,0,,,,,,,,,
Tengah,1981,3,16,0,,,,,,,,,
Tengah,1981,3,17,0,,,,,,,,,
Tengah,1981,3,18,0,,,,,,,,,
Tengah,1981,3,19,0,,,,,,,,,
Tengah,1981,3,20,0,,,,,,,,,
Tengah,1981,3,21,0.3,,,,,,,,,
Tengah,1981,3,22,11.2,,,,,,,,,
Tengah,1981,3,23,39,,,,,,,,,
Tengah,1981,3,24,0,,,,,,,,,
Tengah,1981,3,25,0,,,,,,,,,
Tengah,1981,3,26,0,,,,,,,,,
Tengah,1981,3,27,2.6,,,,,,,,,
Tengah,1981,3,28,0.9,,,,,,,,,
Tengah,1981,3,29,22.9,,,,,,,,,
Tengah,1981,3,30,1.3,,,,,,,,,
Tengah,1981,3,31,6.7,,,,,,,,,
Tengah,1981,4,1,26.2,,,,,,,,,
Tengah,1981,4,2,15.7,,,,,,,,,
Tengah,1981,4,3,0,,,,,,,,,
Tengah,1981,4,4,14.7,,,,,,,,,
Tengah,1981,4,5,17.1,,,,,,,,,
Tengah,1981,4,6,10.6,,,,,,,,,
Tengah,1981,4,7,0,,,,,,,,,
Tengah,1981,4,8,14.8,,,,,,,,,
Tengah,1981,4,9,2.4,,,,,,,,,
Tengah,1981,4,10,3.4,,,,,,,,,
Tengah,1981,4,11,13.4,,,,,,,,,
Tengah,1981,4,12,0,,,,,,,,,
Tengah,1981,4,13,0.4,,,,,,,,,
Tengah,1981,4,14,25.7,,,,,,,,,
Tengah,1981,4,15,3.2,,,,,,,,,
Tengah,1981,4,16,0.1,,,,,,,,,
Tengah,1981,4,17,10.3,,,,,,,,,
Tengah,1981,4,18,0.7,,,,,,,,,
Tengah,1981,4,19,0,,,,,,,,,
Tengah,1981,4,20,15.1,,,,,,,,,
Tengah,1981,4,21,0,,,,,,,,,
Tengah,1981,4,22,15.6,,,,,,,,,
Tengah,1981,4,23,62.8,,,,,,,,,
Tengah,1981,4,24,0,,,,,,,,,
Tengah,1981,4,25,3.2,,,,,,,,,
Tengah,1981,4,26,22.4,,,,,,,,,
Tengah,1981,4,27,6.5,,,,,,,,,
Tengah,1981,4,28,12.1,,,,,,,,,
Tengah,1981,4,29,0,,,,,,,,,
Tengah,1981,4,30,3.7,,,,,,,,,
Tengah,1981,5,1,66.8,,,,,,,,,
Tengah,1981,5,2,23.1,,,,,,,,,
Tengah,1981,5,3,0.2,,,,,,,,,
Tengah,1981,5,4,11.2,,,,,,,,,
Tengah,1981,5,5,7.2,,,,,,,,,
Tengah,1981,5,6,0,,,,,,,,,
Tengah,1981,5,7,61,,,,,,,,,
Tengah,1981,5,8,5,,,,,,,,,
Tengah,1981,5,9,2.1,,,,,,,,,
Tengah,1981,5,10,0,,,,,,,,,
Tengah,1981,5,11,4.9,,,,,,,,,
Tengah,1981,5,12,8.9,,,,,,,,,
Tengah,1981,5,13,0,,,,,,,,,
Tengah,1981,5,14,0.1,,,,,,,,,
Tengah,1981,5,15,5.4,,,,,,,,,
Tengah,1981,5,16,0,,,,,,,,,
Tengah,1981,5,17,0.7,,,,,,,,,
Tengah,1981,5,18,5.3,,,,,,,,,
Tengah,1981,5,19,0,,,,,,,,,
Tengah,1981,5,20,0.2,,,,,,,,,
Tengah,1981,5,21,0,,,,,,,,,
Tengah,1981,5,22,64,,,,,,,,,
Tengah,1981,5,23,2.7,,,,,,,,,
Tengah,1981,5,24,0,,,,,,,,,
Tengah,1981,5,25,0.4,,,,,,,,,
Tengah,1981,5,26,10.2,,,,,,,,,
Tengah,1981,5,27,0,,,,,,,,,
Tengah,1981,5,28,3.6,,,,,,,,,
Tengah,1981,5,29,5.7,,,,,,,,,
Tengah,1981,5,30,0,,,,,,,,,
Tengah,1981,5,31,7.8,,,,,,,,,
Tengah,1981,6,1,0,,,,,,,,,
Tengah,1981,6,2,0,,,,,,,,,
Tengah,1981,6,3,0,,,,,,,,,
Tengah,1981,6,4,0,,,,,,,,,
Tengah,1981,6,5,0,,,,,,,,,
Tengah,1981,6,6,0,,,,,,,,,
Tengah,1981,6,7,0,,,,,,,,,
Tengah,1981,6,8,0.4,,,,,,,,,
Tengah,1981,6,9,0,,,,,,,,,
Tengah,1981,6,10,0,,,,,,,,,
Tengah,1981,6,11,0,,,,,,,,,
Tengah,1981,6,12,0,,,,,,,,,
Tengah,1981,6,13,0,,,,,,,,,
Tengah,1981,6,14,14.7,,,,,,,,,
Tengah,1981,6,15,0,,,,,,,,,
Tengah,1981,6,16,0,,,,,,,,,
Tengah,1981,6,17,5.2,,,,,,,,,
Tengah,1981,6,18,0,,,,,,,,,
Tengah,1981,6,19,0,,,,,,,,,
Tengah,1981,6,20,0,,,,,,,,,
Tengah,1981,6,21,0,,,,,,,,,
Tengah,1981,6,22,0,,,,,,,,,
Tengah,1981,6,23,0.2,,,,,,,,,
Tengah,1981,6,24,1.9,,,,,,,,,
Tengah,1981,6,25,2.7,,,,,,,,,
Tengah,1981,6,26,0,,,,,,,,,
Tengah,1981,6,27,0,,,,,,,,,
Tengah,1981,6,28,10.2,,,,,,,,,
Tengah,1981,6,29,4.6,,,,,,,,,
Tengah,1981,6,30,0,,,,,,,,,
Tengah,1981,7,1,0.9,,,,,,,,,
Tengah,1981,7,2,10.4,,,,,,,,,
Tengah,1981,7,3,16.7,,,,,,,,,
Tengah,1981,7,4,32.5,,,,,,,,,
Tengah,1981,7,5,0.6,,,,,,,,,
Tengah,1981,7,6,0,,,,,,,,,
Tengah,1981,7,7,0.7,,,,,,,,,
Tengah,1981,7,8,0,,,,,,,,,
Tengah,1981,7,9,17.1,,,,,,,,,
Tengah,1981,7,10,0,,,,,,,,,
Tengah,1981,7,11,12.3,,,,,,,,,
Tengah,1981,7,12,0.8,,,,,,,,,
Tengah,1981,7,13,1.7,,,,,,,,,
Tengah,1981,7,14,0.3,,,,,,,,,
Tengah,1981,7,15,19.5,,,,,,,,,
Tengah,1981,7,16,0,,,,,,,,,
Tengah,1981,7,17,13.2,,,,,,,,,
Tengah,1981,7,18,76.4,,,,,,,,,
Tengah,1981,7,19,15.7,,,,,,,,,
Tengah,1981,7,20,0,,,,,,,,,
Tengah,1981,7,21,1.9,,,,,,,,,
Tengah,1981,7,22,12.7,,,,,,,,,
Tengah,1981,7,23,0.5,,,,,,,,,
Tengah,1981,7,24,2.7,,,,,,,,,
Tengah,1981,7,25,61,,,,,,,,,
Tengah,1981,7,26,0,,,,,,,,,
Tengah,1981,7,27,0,,,,,,,,,
Tengah,1981,7,28,0,,,,,,,,,
Tengah,1981,7,29,1.3,,,,,,,,,
Tengah,1981,7,30,1.6,,,,,,,,,
Tengah,1981,7,31,3.1,,,,,,,,,
Tengah,1981,8,1,0,,,,,,,,,
Tengah,1981,8,2,6.6,,,,,,,,,
Tengah,1981,8,3,0,,,,,,,,,
Tengah,1981,8,4,0,,,,,,,,,
Tengah,1981,8,5,0,,,,,,,,,
Tengah,1981,8,6,0,,,,,,,,,
Tengah,1981,8,7,0,,,,,,,,,
Tengah,1981,8,8,0,,,,,,,,,
Tengah,1981,8,9,0,,,,,,,,,
Tengah,1981,8,10,0,,,,,,,,,
Tengah,1981,8,11,0,,,,,,,,,
Tengah,1981,8,12,0,,,,,,,,,
Tengah,1981,8,13,0,,,,,,,,,
Tengah,1981,8,14,0,,,,,,,,,
Tengah,1981,8,15,0,,,,,,,,,
Tengah,1981,8,16,0,,,,,,,,,
Tengah,1981,8,17,10.1,,,,,,,,,
Tengah,1981,8,18,0.6,,,,,,,,,
Tengah,1981,8,19,0,,,,,,,,,
Tengah,1981,8,20,0,,,,,,,,,
Tengah,1981,8,21,0,,,,,,,,,
Tengah,1981,8,22,0,,,,,,,,,
Tengah,1981,8,23,0,,,,,,,,,
Tengah,1981,8,24,0.8,,,,,,,,,
Tengah,1981,8,25,0,,,,,,,,,
Tengah,1981,8,26,0,,,,,,,,,
Tengah,1981,8,27,3.7,,,,,,,,,
Tengah,1981,8,28,0,,,,,,,,,
Tengah,1981,8,29,0,,,,,,,,,
Tengah,1981,8,30,0.1,,,,,,,,,
Tengah,1981,8,31,0,,,,,,,,,
Tengah,1981,9,1,0,,,,,,,,,
Tengah,1981,9,2,10.3,,,,,,,,,
Tengah,1981,9,3,39,,,,,,,,,
Tengah,1981,9,4,1.8,,,,,,,,,
Tengah,1981,9,5,0,,,,,,,,,
Tengah,1981,9,6,0,,,,,,,,,
Tengah,1981,9,7,40.9,,,,,,,,,
Tengah,1981,9,8,4.4,,,,,,,,,
Tengah,1981,9,9,0,,,,,,,,,
Tengah,1981,9,10,54.7,,,,,,,,,
Tengah,1981,9,11,0,,,,,,,,,
Tengah,1981,9,12,6.4,,,,,,,,,
Tengah,1981,9,13,26.9,,,,,,,,,
Tengah,1981,9,14,0.3,,,,,,,,,
Tengah,1981,9,15,0,,,,,,,,,
Tengah,1981,9,16,1.7,,,,,,,,,
Tengah,1981,9,17,0,,,,,,,,,
Tengah,1981,9,18,0,,,,,,,,,
Tengah,1981,9,19,15.5,,,,,,,,,
Tengah,1981,9,20,0,,,,,,,,,
Tengah,1981,9,21,44.7,,,,,,,,,
Tengah,1981,9,22,0.1,,,,,,,,,
Tengah,1981,9,23,0,,,,,,,,,
Tengah,1981,9,24,22.8,,,,,,,,,
Tengah,1981,9,25,6.4,,,,,,,,,
Tengah,1981,9,26,7,,,,,,,,,
Tengah,1981,9,27,0.5,,,,,,,,,
Tengah,1981,9,28,6.7,,,,,,,,,
Tengah,1981,9,29,0,,,,,,,,,
Tengah,1981,9,30,0,,,,,,,,,
Tengah,1981,10,1,0,,,,,,,,,
Tengah,1981,10,2,6.5,,,,,,,,,
Tengah,1981,10,3,0.1,,,,,,,,,
Tengah,1981,10,4,4.9,,,,,,,,,
Tengah,1981,10,5,1.5,,,,,,,,,
Tengah,1981,10,6,1.5,,,,,,,,,
Tengah,1981,10,7,17.6,,,,,,,,,
Tengah,1981,10,8,0,,,,,,,,,
Tengah,1981,10,9,0,,,,,,,,,
Tengah,1981,10,10,2.1,,,,,,,,,
Tengah,1981,10,11,4.2,,,,,,,,,
Tengah,1981,10,12,9.1,,,,,,,,,
Tengah,1981,10,13,0.1,,,,,,,,,
Tengah,1981,10,14,50.9,,,,,,,,,
Tengah,1981,10,15,3.2,,,,,,,,,
Tengah,1981,10,16,17,,,,,,,,,
Tengah,1981,10,17,1.3,,,,,,,,,
Tengah,1981,10,18,0,,,,,,,,,
Tengah,1981,10,19,0,,,,,,,,,
Tengah,1981,10,20,0,,,,,,,,,
Tengah,1981,10,21,0,,,,,,,,,
Tengah,1981,10,22,1.8,,,,,,,,,
Tengah,1981,10,23,0.4,,,,,,,,,
Tengah,1981,10,24,16.6,,,,,,,,,
Tengah,1981,10,25,1.6,,,,,,,,,
Tengah,1981,10,26,3.6,,,,,,,,,
Tengah,1981,10,27,10,,,,,,,,,
Tengah,1981,10,28,0.8,,,,,,,,,
Tengah,1981,10,29,39.2,,,,,,,,,
Tengah,1981,10,30,6.2,,,,,,,,,
Tengah,1981,10,31,0,,,,,,,,,
Tengah,1981,11,1,4.4,,,,,,,,,
Tengah,1981,11,2,0,,,,,,,,,
Tengah,1981,11,3,0.8,,,,,,,,,
Tengah,1981,11,4,0,,,,,,,,,
Tengah,1981,11,5,0.3,,,,,,,,,
Tengah,1981,11,6,24,,,,,,,,,
Tengah,1981,11,7,0,,,,,,,,,
Tengah,1981,11,8,0,,,,,,,,,
Tengah,1981,11,9,0,,,,,,,,,
Tengah,1981,11,10,0,,,,,,,,,
Tengah,1981,11,11,26.7,,,,,,,,,
Tengah,1981,11,12,0.8,,,,,,,,,
Tengah,1981,11,13,0,,,,,,,,,
Tengah,1981,11,14,0,,,,,,,,,
Tengah,1981,11,15,0,,,,,,,,,
Tengah,1981,11,16,0,,,,,,,,,
Tengah,1981,11,17,0,,,,,,,,,
Tengah,1981,11,18,0,,,,,,,,,
Tengah,1981,11,19,43.7,,,,,,,,,
Tengah,1981,11,20,0.8,,,,,,,,,
Tengah,1981,11,21,1.6,,,,,,,,,
Tengah,1981,11,22,5.2,,,,,,,,,
Tengah,1981,11,23,0,,,,,,,,,
Tengah,1981,11,24,0,,,,,,,,,
Tengah,1981,11,25,0.8,,,,,,,,,
Tengah,1981,11,26,0.5,,,,,,,,,
Tengah,1981,11,27,0,,,,,,,,,
Tengah,1981,11,28,2.6,,,,,,,,,
Tengah,1981,11,29,0.8,,,,,,,,,
Tengah,1981,11,30,0,,,,,,,,,
Tengah,1981,12,1,5.7,,,,,,,,,
Tengah,1981,12,2,28.4,,,,,,,,,
Tengah,1981,12,3,8.7,,,,,,,,,
Tengah,1981,12,4,7.9,,,,,,,,,
Tengah,1981,12,5,12.3,,,,,,,,,
Tengah,1981,12,6,0,,,,,,,,,
Tengah,1981,12,7,5.5,,,,,,,,,
Tengah,1981,12,8,22.4,,,,,,,,,
Tengah,1981,12,9,0,,,,,,,,,
Tengah,1981,12,10,31.4,,,,,,,,,
Tengah,1981,12,11,1.3,,,,,,,,,
Tengah,1981,12,12,7.4,,,,,,,,,
Tengah,1981,12,13,4.4,,,,,,,,,
Tengah,1981,12,14,1.8,,,,,,,,,
Tengah,1981,12,15,8.2,,,,,,,,,
Tengah,1981,12,16,29.3,,,,,,,,,
Tengah,1981,12,17,32.8,,,,,,,,,
Tengah,1981,12,18,6.1,,,,,,,,,
Tengah,1981,12,19,7.3,,,,,,,,,
Tengah,1981,12,20,0,,,,,,,,,
Tengah,1981,12,21,0.1,,,,,,,,,
Tengah,1981,12,22,0,,,,,,,,,
Tengah,1981,12,23,0,,,,,,,,,
Tengah,1981,12,24,0,,,,,,,,,
Tengah,1981,12,25,0,,,,,,,,,
Tengah,1981,12,26,0,,,,,,,,,
Tengah,1981,12,27,0,,,,,,,,,
Tengah,1981,12,28,0.2,,,,,,,,,
Tengah,1981,12,29,0,,,,,,,,,
Tengah,1981,12,30,4.5,,,,,,,,,
Tengah,1981,12,31,0.9,,,,,,,,,
Tengah,1982,1,1,9.3,,,,,,,,,
Tengah,1982,1,2,4.3,,,,,,,,,
Tengah,1982,1,3,5.2,,,,,,,,,
Tengah,1982,1,4,7.5,,,,,,,,,
Tengah,1982,1,5,1.1,,,,,,,,,
Tengah,1982,1,6,18.8,,,,,,,,,
Tengah,1982,1,7,1.1,,,,,,,,,
Tengah,1982,1,8,4.4,,,,,,,,,
Tengah,1982,1,9,0,,,,,,,,,
Tengah,1982,1,10,0,,,,,,,,,
Tengah,1982,1,11,8.4,,,,,,,,,
Tengah,1982,1,12,1.3,,,,,,,,,
Tengah,1982,1,13,0,,,,,,,,,
Tengah,1982,1,14,0,,,,,,,,,
Tengah,1982,1,15,0,,,,,,,,,
Tengah,1982,1,16,0,,,,,,,,,
Tengah,1982,1,17,0,,,,,,,,,
Tengah,1982,1,18,0,,,,,,,,,
Tengah,1982,1,19,0,,,,,,,,,
Tengah,1982,1,20,0,,,,,,,,,
Tengah,1982,1,21,0,,,,,,,,,
Tengah,1982,1,22,0,,,,,,,,,
Tengah,1982,1,23,0,,,,,,,,,
Tengah,1982,1,24,1.6,,,,,,,,,
Tengah,1982,1,25,0,,,,,,,,,
Tengah,1982,1,26,0,,,,,,,,,
Tengah,1982,1,27,0,,,,,,,,,
Tengah,1982,1,28,0,,,,,,,,,
Tengah,1982,1,29,0,,,,,,,,,
Tengah,1982,1,30,0,,,,,,,,,
Tengah,1982,1,31,2.1,,,,,,,,,
Tengah,1982,2,1,0.8,,,,,,,,,
Tengah,1982,2,2,0,,,,,,,,,
Tengah,1982,2,3,0.5,,,,,,,,,
Tengah,1982,2,4,0,,,,,,,,,
Tengah,1982,2,5,0,,,,,,,,,
Tengah,1982,2,6,10,,,,,,,,,
Tengah,1982,2,7,0,,,,,,,,,
Tengah,1982,2,8,18.8,,,,,,,,,
Tengah,1982,2,9,0,,,,,,,,,
Tengah,1982,2,10,0,,,,,,,,,
Tengah,1982,2,11,0,,,,,,,,,
Tengah,1982,2,12,0,,,,,,,,,
Tengah,1982,2,13,15.6,,,,,,,,,
Tengah,1982,2,14,0,,,,,,,,,
Tengah,1982,2,15,0,,,,,,,,,
Tengah,1982,2,16,0,,,,,,,,,
Tengah,1982,2,17,0,,,,,,,,,
Tengah,1982,2,18,0,,,,,,,,,
Tengah,1982,2,19,14.4,,,,,,,,,
Tengah,1982,2,20,0,,,,,,,,,
Tengah,1982,2,21,31.5,,,,,,,,,
Tengah,1982,2,22,7.4,,,,,,,,,
Tengah,1982,2,23,0,,,,,,,,,
Tengah,1982,2,24,0,,,,,,,,,
Tengah,1982,2,25,0,,,,,,,,,
Tengah,1982,2,26,0,,,,,,,,,
Tengah,1982,2,27,0,,,,,,,,,
Tengah,1982,2,28,0.2,,,,,,,,,
Tengah,1982,3,1,59,,,,,,,,,
Tengah,1982,3,2,0,,,,,,,,,
Tengah,1982,3,3,0,,,,,,,,,
Tengah,1982,3,4,0.2,,,,,,,,,
Tengah,1982,3,5,23.4,,,,,,,,,
Tengah,1982,3,6,1.4,,,,,,,,,
Tengah,1982,3,7,31.8,,,,,,,,,
Tengah,1982,3,8,0.4,,,,,,,,,
Tengah,1982,3,9,1,,,,,,,,,
Tengah,1982,3,10,6.7,,,,,,,,,
Tengah,1982,3,11,12.1,,,,,,,,,
Tengah,1982,3,12,0,,,,,,,,,
Tengah,1982,3,13,3.8,,,,,,,,,
Tengah,1982,3,14,0.7,,,,,,,,,
Tengah,1982,3,15,0,,,,,,,,,
Tengah,1982,3,16,0,,,,,,,,,
Tengah,1982,3,17,22.5,,,,,,,,,
Tengah,1982,3,18,16.1,,,,,,,,,
Tengah,1982,3,19,0,,,,,,,,,
Tengah,1982,3,20,65.9,,,,,,,,,
Tengah,1982,3,21,0,,,,,,,,,
Tengah,1982,3,22,33.2,,,,,,,,,
Tengah,1982,3,23,0,,,,,,,,,
Tengah,1982,3,24,0,,,,,,,,,
Tengah,1982,3,25,0.2,,,,,,,,,
Tengah,1982,3,26,0,,,,,,,,,
Tengah,1982,3,27,0,,,,,,,,,
Tengah,1982,3,28,3.1,,,,,,,,,
Tengah,1982,3,29,2.1,,,,,,,,,
Tengah,1982,3,30,0.2,,,,,,,,,
Tengah,1982,3,31,0,,,,,,,,,
Tengah,1982,4,1,0,,,,,,,,,
Tengah,1982,4,2,0,,,,,,,,,
Tengah,1982,4,3,51,,,,,,,,,
Tengah,1982,4,4,1.8,,,,,,,,,
Tengah,1982,4,5,24.2,,,,,,,,,
Tengah,1982,4,6,7.2,,,,,,,,,
Tengah,1982,4,7,0.4,,,,,,,,,
Tengah,1982,4,8,20.5,,,,,,,,,
Tengah,1982,4,9,0,,,,,,,,,
Tengah,1982,4,10,3.1,,,,,,,,,
Tengah,1982,4,11,13.1,,,,,,,,,
Tengah,1982,4,12,2.6,,,,,,,,,
Tengah,1982,4,13,0.1,,,,,,,,,
Tengah,1982,4,14,22.8,,,,,,,,,
Tengah,1982,4,15,0,,,,,,,,,
Tengah,1982,4,16,0,,,,,,,,,
Tengah,1982,4,17,9.4,,,,,,,,,
Tengah,1982,4,18,0,,,,,,,,,
Tengah,1982,4,19,0,,,,,,,,,
Tengah,1982,4,20,11.5,,,,,,,,,
Tengah,1982,4,21,0.2,,,,,,,,,
Tengah,1982,4,22,0.4,,,,,,,,,
Tengah,1982,4,23,0,,,,,,,,,
Tengah,1982,4,24,0,,,,,,,,,
Tengah,1982,4,25,1.6,,,,,,,,,
Tengah,1982,4,26,0.6,,,,,,,,,
Tengah,1982,4,27,8,,,,,,,,,
Tengah,1982,4,28,13.5,,,,,,,,,
Tengah,1982,4,29,6.2,,,,,,,,,
Tengah,1982,4,30,5.7,,,,,,,,,
Tengah,1982,5,1,3.1,,,,,,,,,
Tengah,1982,5,2,0,,,,,,,,,
Tengah,1982,5,3,0,,,,,,,,,
Tengah,1982,5,4,0,,,,,,,,,
Tengah,1982,5,5,0,,,,,,,,,
Tengah,1982,5,6,14.6,,,,,,,,,
Tengah,1982,5,7,0.4,,,,,,,,,
Tengah,1982,5,8,0,,,,,,,,,
Tengah,1982,5,9,0,,,,,,,,,
Tengah,1982,5,10,0,,,,,,,,,
Tengah,1982,5,11,4.4,,,,,,,,,
Tengah,1982,5,12,0,,,,,,,,,
Tengah,1982,5,13,18,,,,,,,,,
Tengah,1982,5,14,0,,,,,,,,,
Tengah,1982,5,15,10.8,,,,,,,,,
Tengah,1982,5,16,4.4,,,,,,,,,
Tengah,1982,5,17,1.2,,,,,,,,,
Tengah,1982,5,18,0.1,,,,,,,,,
Tengah,1982,5,19,0.5,,,,,,,,,
Tengah,1982,5,20,0,,,,,,,,,
Tengah,1982,5,21,0,,,,,,,,,
Tengah,1982,5,22,0,,,,,,,,,
Tengah,1982,5,23,6,,,,,,,,,
Tengah,1982,5,24,2,,,,,,,,,
Tengah,1982,5,25,39.7,,,,,,,,,
Tengah,1982,5,26,2.5,,,,,,,,,
Tengah,1982,5,27,26.5,,,,,,,,,
Tengah,1982,5,28,7.1,,,,,,,,,
Tengah,1982,5,29,54.2,,,,,,,,,
Tengah,1982,5,30,0,,,,,,,,,
Tengah,1982,5,31,3.7,,,,,,,,,
Tengah,1982,6,1,2.3,,,,,,,,,
Tengah,1982,6,2,0,,,,,,,,,
Tengah,1982,6,3,3.7,,,,,,,,,
Tengah,1982,6,4,10.1,,,,,,,,,
Tengah,1982,6,5,0,,,,,,,,,
Tengah,1982,6,6,0,,,,,,,,,
Tengah,1982,6,7,0,,,,,,,,,
Tengah,1982,6,8,0,,,,,,,,,
Tengah,1982,6,9,0,,,,,,,,,
Tengah,1982,6,10,0,,,,,,,,,
Tengah,1982,6,11,0,,,,,,,,,
Tengah,1982,6,12,0,,,,,,,,,
Tengah,1982,6,13,36.5,,,,,,,,,
Tengah,1982,6,14,6.7,,,,,,,,,
Tengah,1982,6,15,4.8,,,,,,,,,
Tengah,1982,6,16,6.6,,,,,,,,,
Tengah,1982,6,17,0,,,,,,,,,
Tengah,1982,6,18,0,,,,,,,,,
Tengah,1982,6,19,0,,,,,,,,,
Tengah,1982,6,20,0,,,,,,,,,
Tengah,1982,6,21,0,,,,,,,,,
Tengah,1982,6,22,0,,,,,,,,,
Tengah,1982,6,23,0,,,,,,,,,
Tengah,1982,6,24,0,,,,,,,,,
Tengah,1982,6,25,0,,,,,,,,,
Tengah,1982,6,26,0,,,,,,,,,
Tengah,1982,6,27,1.2,,,,,,,,,
Tengah,1982,6,28,0,,,,,,,,,
Tengah,1982,6,29,0,,,,,,,,,
Tengah,1982,6,30,0,,,,,,,,,
Tengah,1982,7,1,0,,,,,,,,,
Tengah,1982,7,2,0,,,,,,,,,
Tengah,1982,7,3,1.4,,,,,,,,,
Tengah,1982,7,4,2.4,,,,,,,,,
Tengah,1982,7,5,0,,,,,,,,,
Tengah,1982,7,6,0,,,,,,,,,
Tengah,1982,7,7,0.6,,,,,,,,,
Tengah,1982,7,8,2.1,,,,,,,,,
Tengah,1982,7,9,0,,,,,,,,,
Tengah,1982,7,10,0,,,,,,,,,
Tengah,1982,7,11,0,,,,,,,,,
Tengah,1982,7,12,30,,,,,,,,,
Tengah,1982,7,13,0,,,,,,,,,
Tengah,1982,7,14,0,,,,,,,,,
Tengah,1982,7,15,15,,,,,,,,,
Tengah,1982,7,16,0,,,,,,,,,
Tengah,1982,7,17,4.4,,,,,,,,,
Tengah,1982,7,18,0,,,,,,,,,
Tengah,1982,7,19,4.6,,,,,,,,,
Tengah,1982,7,20,1,,,,,,,,,
Tengah,1982,7,21,0,,,,,,,,,
Tengah,1982,7,22,0,,,,,,,,,
Tengah,1982,7,23,1.8,,,,,,,,,
Tengah,1982,7,24,0,,,,,,,,,
Tengah,1982,7,25,0,,,,,,,,,
Tengah,1982,7,26,0,,,,,,,,,
Tengah,1982,7,27,0,,,,,,,,,
Tengah,1982,7,28,0,,,,,,,,,
Tengah,1982,7,29,0,,,,,,,,,
Tengah,1982,7,30,0,,,,,,,,,
Tengah,1982,7,31,0,,,,,,,,,
Tengah,1982,8,1,0,,,,,,,,,
Tengah,1982,8,2,0.1,,,,,,,,,
Tengah,1982,8,3,12,,,,,,,,,
